iter,mu,sigma2,nu,chain
21720,0.000624294245936201,4.1484745732412567e-05,3.4493797890048965,1
21740,0.0014617247931156517,4.765926258449849e-05,5.124608892992642,1
21760,0.0010761053537561638,4.8095399625345476e-05,5.656918706345346,1
21780,0.0006311603551927007,4.0730013140686684e-05,4.151473320074105,1
21800,0.0011947189012622536,4.130549585481697e-05,4.444679961283057,1
21820,0.000880650132082542,4.5546664719232125e-05,4.3878816433502115,1
21840,0.0009427397234748662,4.4735494892850134e-05,4.248759051932342,1
21860,0.0008172242588346485,4.04861544919602e-05,4.284731544175085,1
21880,0.0006169945621449835,3.417288917676165e-05,3.3500240852272425,1
21900,0.0006989605866610313,4.34101701238681e-05,3.906327819822913,1
21920,0.0008482486932088388,3.400019094693552e-05,3.025996235550934,1
21940,0.001011125515091412,3.907151664615703e-05,2.9800627216318705,1
21960,0.0005879732170280458,3.4504573245723236e-05,2.7686789203326576,1
21980,0.0009192362901343614,4.2957819699090704e-05,4.200222445248455,1
22000,0.0006724942460333021,4.4473850236322874e-05,5.1526631339613855,1
22020,0.0010361345006410312,4.498677368022328e-05,4.726462528962581,1
22040,0.0012393564575205317,3.9973363594184354e-05,3.700235224403583,1
22060,0.0009143070110252106,3.938410465677008e-05,3.7382804210883815,1
22080,0.0010554263530887355,4.383969577485393e-05,4.075446126908407,1
22100,0.001380106956388957,4.161350798992518e-05,3.3789052761542284,1
22120,0.0010375088291370788,3.693016450130192e-05,3.298676974109885,1
22140,0.0015133778703722083,4.090521014518762e-05,3.829353312480336,1
22160,0.001272185010235516,3.788492951362142e-05,3.8062516721914585,1
22180,0.0008499343803988263,3.9838765685233886e-05,4.281219554250557,1
22200,0.0008230304032188255,3.84341040621754e-05,3.746283919333693,1
22220,0.0012408464447200905,3.889374049921019e-05,3.5469729671593075,1
22240,0.0005649941516036123,4.1621846481401785e-05,3.979355744525658,1
22260,0.0011862686051777056,4.343812306791482e-05,3.9814213851657017,1
22280,0.0006023183342531186,4.7766040531498815e-05,4.132134508966308,1
22300,0.0005467510214519121,4.2124846036663556e-05,4.211222134450255,1
22320,0.001429888536561736,4.441720444157747e-05,3.9376070389807136,1
22340,0.0007139765535621906,4.00756145298147e-05,3.7530140910635943,1
22360,0.000688139964923911,4.2774188647562694e-05,4.307305448438061,1
22380,0.0008279307302048953,3.894479595872159e-05,4.235611398194739,1
22400,0.0014801196146890714,3.897782312302546e-05,3.7744636209620532,1
22420,0.00073045444418317,3.9924388614242476e-05,3.4213510331059753,1
22440,0.0010793679260971104,3.171819324984526e-05,3.3402649732920695,1
22460,0.0010201256590902888,4.6631322032943045e-05,5.010447078592967,1
22480,0.0013190541384031228,4.6290185872027905e-05,4.7284386381927455,1
22500,0.001247867298268717,3.952732586271247e-05,4.084900251497066,1
22520,0.001227023973351109,4.051711204562514e-05,4.438971003621301,1
22540,0.0010410873850526087,4.058126125172196e-05,3.813981993319086,1
22560,0.0007122284129798688,3.678104453108313e-05,3.296174419300629,1
22580,0.0009879213249445382,4.372414862088897e-05,4.014687861229934,1
22600,0.0013849986592821615,3.60293850505774e-05,3.374734969662973,1
22620,0.0008385906979685902,3.923243245418702e-05,3.8601511760881575,1
22640,0.0008602703265119048,3.782683424334934e-05,3.644491401862852,1
22660,0.00043410441321746756,4.218884329087825e-05,4.281938375808162,1
22680,0.0009557293489624222,4.343813555293168e-05,4.106445718712358,1
22700,0.0008846841503141631,4.100666308149953e-05,3.9275082752058186,1
22720,0.0009735627704955698,3.8809107458011064e-05,3.4515233457772028,1
22740,0.0006210941716359223,4.045165540102175e-05,3.663546363573693,1
22760,0.0012850770765581686,4.331108969234295e-05,4.463813830464019,1
22780,0.0009381401329766325,3.933670958798148e-05,3.9772414592754055,1
22800,0.0012939678876806365,4.0243611214716624e-05,3.9295345357366003,1
22820,0.0016049330947295588,3.143065390657639e-05,3.1651242297547735,1
22840,0.0006892926105752268,3.614952025799837e-05,3.8430777224200865,1
22860,0.0005754244606994165,3.8712550437525866e-05,3.799699698812221,1
22880,0.0010833094810917116,4.080635340357782e-05,3.625628332144273,1
22900,0.0009452545316242502,4.003945813574528e-05,3.4214823830857313,1
22920,0.0007469882196751447,4.343860574343106e-05,4.487167639175118,1
22940,0.0010180850636863563,4.9462806859509675e-05,5.218505286917194,1
22960,0.00048304574560005547,3.857823110017736e-05,3.9349389497231586,1
22980,0.0009734596149328032,3.830721012763559e-05,3.472519541007393,1
23000,0.0010127631686073367,4.355159771567695e-05,4.223387031373017,1
23020,0.001022311196466803,3.539647728468299e-05,3.3254256831605433,1
23040,0.0005839877650356924,3.7578067274948285e-05,3.706490292274424,1
23060,0.0011859221766391725,4.215958870183232e-05,3.722811832417113,1
23080,0.0012521252033755523,4.18301130196087e-05,4.380809212114281,1
23100,0.0016407038500413308,3.688447278701374e-05,3.372828868096623,1
23120,0.0009984785559750253,3.472310612414865e-05,4.229432766027918,1
23140,0.0010325673688743886,5.41920808163636e-05,5.836398069123401,1
23160,0.0009515437514824568,3.796413150451479e-05,3.2101274305156187,1
23180,0.0008797634664633547,3.77365816273663e-05,4.138199933979923,1
23200,0.0007813640882691179,4.0421733096719836e-05,4.316091388143829,1
23220,0.0008405101149214427,3.780097171356322e-05,3.703420685457903,1
23240,0.001118932794033071,4.277055960237425e-05,3.9024200815774885,1
23260,0.0005091618529869128,4.399793207428182e-05,4.238395104279718,1
23280,0.001085812239633776,4.21791092003554e-05,5.085049068414531,1
23300,0.000936346473904287,4.456423919895063e-05,4.536235043063593,1
23320,0.0009535093278838638,4.860503779281817e-05,4.712425472187856,1
23340,0.0003674992406005166,4.7192848384656755e-05,5.4401901855452035,1
23360,0.0008900264022711724,4.109093243179998e-05,4.71164967335785,1
23380,0.0006110539127714465,3.833329654593312e-05,3.9434260552910034,1
23400,0.0008947937721905896,3.7866595487549244e-05,3.2603176168392927,1
23420,0.000700581728218808,3.1846343194926606e-05,3.0990659876679203,1
23440,0.001329701695624585,3.617094971445523e-05,3.235194764900884,1
23460,0.0015251539696265323,4.510570130002243e-05,3.687553371214046,1
23480,0.001070154687311496,4.193955998345904e-05,3.3777854689056985,1
23500,0.000706681691920254,4.459960334398187e-05,4.105680505104525,1
23520,0.0011667537741680935,3.81958479947837e-05,3.5888714119309086,1
23540,0.0011296473682399198,5.0003306223004685e-05,4.840402581404211,1
23560,0.0014281177272585852,4.5583819690034185e-05,4.173420466025392,1
23580,0.0005888826835997346,4.198794693529472e-05,4.069391907007779,1
23600,0.0015402766246083433,4.06231714990564e-05,3.701264552758358,1
23620,0.0006430040271250086,4.1288327449692105e-05,3.7740291481618384,1
23640,0.0009767101197216278,3.600941693536141e-05,4.490012662865033,1
23660,0.0008453017846379515,4.278407425239724e-05,3.9807581863819967,1
23680,0.0012169440731429795,3.9538837335685746e-05,4.121261669336173,1
23700,0.0012643481163964237,3.765601455094477e-05,3.6364526263515966,1
23720,0.0009591366756363766,4.323048246148726e-05,3.913384720889546,1
23740,0.0007395273764432,4.0310809975480417e-05,3.4006640337675345,1
23760,0.0013346885875405298,3.6504955038407e-05,3.2842881090329383,1
23780,0.0006106702255474964,3.861086747529978e-05,2.7277240628172184,1
23800,0.0007604779580746392,3.8224660890318144e-05,3.476766713015319,1
23820,0.0013575795073523008,3.7091636949524036e-05,3.483313129079824,1
23840,0.001334750693636998,4.2542425554765716e-05,4.577245671888749,1
23860,0.0011068112607997157,3.709572188388722e-05,3.932458035459394,1
23880,0.0007923052435219329,4.2434764359013245e-05,3.9767170234701954,1
23900,0.0008493472751664359,4.4566698415802717e-05,3.2616380834430467,1
23920,0.0010672351242388648,4.280287847613214e-05,4.860060814665262,1
23940,0.0012417456292492573,4.063853127751185e-05,3.8014888477562923,1
23960,0.0015077653233365157,4.71757220732832e-05,4.039403599478414,1
23980,0.0011198899646918759,3.766520581756531e-05,3.6068126359271853,1
24000,0.0013852818119069578,3.404216279246011e-05,3.1865042198733464,1
24020,0.0012489868761504628,3.646794077604577e-05,3.971079145926047,1
24040,0.0008789820684732671,3.588006072884322e-05,3.9800256108100305,1
24060,0.0011734025185294059,4.822158156172138e-05,5.581512508161162,1
24080,0.0008000232395600874,4.492560564300068e-05,4.258855800491829,1
24100,0.0011933456232636655,4.114635082684497e-05,4.1083664056159375,1
24120,0.0008156584111459997,4.34621977733178e-05,4.0938125909088425,1
24140,0.0011027983235813313,3.9034022123645797e-05,4.012491033398411,1
24160,0.0010818361075675264,4.125040114986874e-05,4.100664314892393,1
24180,0.0007901036241653182,4.307187219326121e-05,4.440120597693061,1
24200,0.0006283825495934295,4.025407809738667e-05,4.234335862112628,1
24220,0.00024185119934342684,4.718124916160358e-05,4.5257852808627295,1
24240,0.001317299315139901,4.027101785680142e-05,4.542584124991214,1
24260,0.0010033221165237753,4.741655705585397e-05,4.987448561086399,1
24280,0.0012236565110438466,3.9550505737725995e-05,3.498788373229641,1
24300,0.0010741417196512841,3.637275843484136e-05,3.7587085319201674,1
24320,0.0008384575005998035,3.997882031580604e-05,3.9785541253327277,1
24340,0.0003430359769554535,3.813231218330658e-05,4.741317697241978,1
24360,0.0008173372897292674,4.1153127458909906e-05,5.412804302149098,1
24380,0.0009504426960247558,4.689858584383404e-05,5.258881100362052,1
24400,0.0007606433099072734,4.564092777642136e-05,4.929994781788079,1
24420,0.0013116731745406202,4.189108681867728e-05,4.066454672457605,1
24440,0.0008597438055487947,4.0372964589673454e-05,4.08530720745801,1
24460,0.0009590717272575188,4.303651495615618e-05,3.3242412798280188,1
24480,0.000796715385991927,3.9937205032390284e-05,3.136582192707256,1
24500,0.0010708605072109166,3.896728301222873e-05,3.893483963193536,1
24520,0.0012754847078340495,3.907786162680029e-05,3.8614292652733297,1
24540,0.0006901712092955005,4.041199665629414e-05,5.554164713918343,1
24560,0.0012064769304501312,4.147854446528284e-05,4.0776183900230105,1
24580,0.0011067145355014064,4.103446024427596e-05,3.9405265153672415,1
24600,0.00041537644812098847,3.274376578437692e-05,2.7903681011037054,1
24620,0.0007568441308082418,4.2619082025207806e-05,3.9041125434411716,1
24640,0.0012536709157678265,3.6175150242120474e-05,3.27368043119817,1
24660,0.0009933534312204979,3.857092165915801e-05,3.5254210784272155,1
24680,0.0014523896989190918,3.995256175669842e-05,3.3683365750044123,1
24700,0.0011753966338078105,3.869555676674101e-05,3.1127235982979604,1
24720,0.0009134604919117206,4.666473128855404e-05,5.679095727806342,1
24740,0.0011351534187308146,4.284048890090464e-05,5.1963470023708105,1
24760,0.0015149681419217166,4.3737989778638666e-05,6.374002248171611,1
24780,0.0008365076509000529,4.910683026226113e-05,5.514331831704025,1
24800,0.001261802529653863,4.334349577976291e-05,5.74098618811521,1
24820,0.0013372118623650715,3.92346854553206e-05,3.997498558713018,1
24840,0.0009007242687430351,4.713245034925656e-05,5.03649850799105,1
24860,5.9869772782465026e-05,4.146837688078258e-05,4.634268147484215,1
24880,0.0007318124170047226,3.80836564185755e-05,4.176723173820784,1
24900,0.0005957765859715615,4.272951990699274e-05,4.488261604771331,1
24920,0.0010720355583989558,3.993456088310744e-05,3.62508641690351,1
24940,0.000938232630961975,4.062935543200038e-05,3.922590153380403,1
24960,0.0010506951348169683,3.460877189413739e-05,3.296141344001491,1
24980,0.0010666877727586337,3.857169152230734e-05,3.17688278756533,1
25000,0.0005706760814662369,3.715086648439346e-05,3.2210834677233993,1
25020,0.0007759109393872543,3.3764632547547535e-05,3.3900336403668025,1
25040,0.0011937994717871252,3.2571977925759824e-05,3.279304939453029,1
25060,0.0011956272954880272,4.4328811603621216e-05,4.106586443095944,1
25080,0.0014987738135413748,3.658120000908356e-05,3.2951148063856692,1
25100,0.0008105897761952853,3.5644265536311885e-05,3.6797568317717513,1
25120,0.001043219500371528,4.503578336681087e-05,4.5283538963271255,1
25140,0.0012236803602169233,4.128951968660398e-05,4.564900493929436,1
25160,0.001212195210745914,4.0085268167868425e-05,4.172177963282918,1
25180,0.0012524031739884775,3.384034772494051e-05,3.4241118998836986,1
25200,0.0014845177470616832,4.7291117999185155e-05,4.116655487914354,1
25220,0.0006373141885796781,4.044073880560023e-05,3.7764335707953745,1
25240,0.0012817717335347146,4.063309357949413e-05,3.685405515367518,1
25260,0.001412025682952007,3.3761535644837923e-05,3.395374186480964,1
25280,0.0008603249396464085,4.097133758503816e-05,3.5113186723036494,1
25300,0.0008129553733898433,3.564924652576749e-05,3.465880265664555,1
25320,0.0009352602488483901,4.349065047640326e-05,4.4179455406349355,1
25340,0.0006887552330707313,4.179158553693463e-05,3.9715205636745337,1
25360,0.001350937764908096,3.817801134091693e-05,3.8052444453063394,1
25380,0.0009176305882000713,4.5054128974588624e-05,4.0379116078702975,1
25400,0.0009386969935229045,4.224933652271919e-05,4.320451190564704,1
25420,0.0011497496908569548,3.9363828697118586e-05,4.170464870764926,1
25440,0.0013740757268394276,3.9826266642778815e-05,4.152833686627998,1
25460,0.0006222933045990982,4.137624049296265e-05,4.513536202859097,1
25480,0.0007369911960208713,3.919388263374855e-05,4.3888315114343435,1
25500,0.0009131480496411084,4.20176597905686e-05,4.8168475626999445,1
25520,0.0010981054601402163,3.892527055715725e-05,4.537312828372967,1
25540,0.000967085066197504,4.014247196983114e-05,3.3009592448962484,1
25560,0.0008801084184779581,3.893978686665433e-05,3.1467075787883503,1
25580,0.0010096382208215308,4.1692871993171355e-05,4.23712334563592,1
25600,0.0008189088840143075,4.512547615004637e-05,5.214563764222307,1
25620,0.0010226933219081786,4.472848568735467e-05,4.472634792820349,1
25640,0.0010787086244549169,3.927944864469694e-05,3.7877085451834622,1
25660,0.0009354079400139839,4.4954631593480576e-05,5.426543246921147,1
25680,0.0011352271405214898,4.077773608422617e-05,4.576228137087793,1
25700,0.0007988864747401466,3.962819156309588e-05,4.225891278565957,1
25720,0.001263738468818339,4.3407724634888253e-05,5.595426084426653,1
25740,0.0009918675480565856,4.241388707499605e-05,3.962727900692072,1
25760,0.000769087204872082,3.8388546596213934e-05,3.9112186829683866,1
25780,0.0012348275198722993,4.0638117531331136e-05,3.01759992665327,1
25800,0.000777106673157097,4.612205747814131e-05,5.620615281294038,1
25820,0.0009571804832968385,4.2938037147076926e-05,4.659898884268826,1
25840,0.0008191291462798906,4.869232106912374e-05,4.7518846827733565,1
25860,0.0007113790300303467,3.973148166263225e-05,4.14902628440859,1
25880,0.0006114854426147488,4.06337523773825e-05,4.0949883515983245,1
25900,0.001215632432113777,3.91860937559467e-05,4.315155665473304,1
25920,0.0010021315586790233,3.834471155221092e-05,3.861827754981978,1
25940,0.0010325543319309582,3.852994799457517e-05,4.02110859916506,1
25960,0.001235164442320762,3.7382164872592625e-05,3.1717772638969657,1
25980,0.00057258928889421,3.566275327487501e-05,3.5171306461163248,1
26000,0.001068449682636274,3.952761076383563e-05,3.4907002774528397,1
26020,0.0008989704803461743,3.7479059778552576e-05,3.7137117951099103,1
26040,0.0009421744601551246,4.028909836790397e-05,4.476840696492028,1
26060,0.0006428526980585469,4.020366533511719e-05,4.363363710742739,1
26080,0.0010749123145916617,3.8764145930031314e-05,3.5520052157436504,1
26100,0.0008195573421322653,4.1203507961096286e-05,3.382500099177152,1
26120,0.0009451060191509192,3.8177930135347714e-05,3.2488100993684617,1
26140,0.0012814834435925613,3.887157785016668e-05,3.8008168036581824,1
26160,0.001060433336910847,3.774009445415464e-05,3.7051234517126863,1
26180,0.0009487985352048501,3.9972059377963995e-05,4.087651175946791,1
26200,0.0011540940414190082,3.38860203815832e-05,2.9631773722347186,1
26220,0.0009899915345115472,3.7369391514605615e-05,3.2682738793762374,1
26240,0.0011363046296957839,4.7134068859206626e-05,4.456161238295469,1
26260,0.00102935242284578,4.4245655961845904e-05,4.271367580126849,1
26280,0.0011489465815748144,4.246381146622587e-05,4.018229276465374,1
26300,0.00041886668854441186,4.1786708375141276e-05,3.8133209382043782,1
26320,0.001025904659388984,3.73204624993596e-05,4.2844133467854615,1
26340,0.0008071796794114806,4.0791767288255864e-05,4.41147488401786,1
26360,0.0007514677779159999,4.441146162133521e-05,4.223565567713797,1
26380,0.0010335156355510784,3.812641018257462e-05,3.9688492611693555,1
26400,0.0009595046333074919,4.135674045347678e-05,4.288721515268691,1
26420,0.0011755890193955842,3.635586752475445e-05,3.871006781644259,1
26440,0.0014258990884849164,4.0466975317155775e-05,4.545351853221058,1
26460,0.0008251845235621224,4.707200923112462e-05,4.655519481841175,1
26480,0.0012516122699016347,4.230986800120592e-05,4.116727287574372,1
26500,0.0008504970747387827,4.2059500994831305e-05,3.850210861542192,1
26520,0.0011344955218304594,3.886144356622043e-05,3.7210940934539565,1
26540,0.001385277954360809,3.932685047864865e-05,4.108869337639343,1
26560,0.0008428623488337209,4.2899353299666985e-05,3.9194007119089127,1
26580,0.0010069033972726858,3.704155487854266e-05,4.028523261152912,1
26600,0.0011154596067257517,4.398094376248708e-05,4.014193343550092,1
26620,0.0008799719712203747,4.134590853692441e-05,3.77951910636413,1
26640,0.0009476189607325069,3.721810938283845e-05,3.3421957369573856,1
26660,0.0013223669251606223,4.554244756485387e-05,4.10842529603862,1
26680,0.0013188438598046711,4.0279733993865516e-05,4.054419728442325,1
26700,0.0008330512541411258,4.0928740890213944e-05,3.960085731588349,1
26720,0.0009428554421791004,3.346737891960554e-05,3.188030589229233,1
26740,0.001111067641614128,3.562250602267937e-05,3.2555100400417665,1
26760,0.0010289169635501181,3.733946409628022e-05,3.2919012942574337,1
26780,0.0012216537572170964,3.7730612103379985e-05,3.574961221246909,1
26800,0.0008606981153088099,3.699560116843089e-05,3.4872164095434557,1
26820,0.0012782796285882487,3.917966466786916e-05,3.5011653946478978,1
26840,0.001531114343950004,3.9472436966061754e-05,4.613458996278929,1
26860,0.0011946535228892158,4.2775371744041626e-05,5.075844831853126,1
26880,0.0013021840438102881,4.715610008880704e-05,5.58340199857305,1
26900,0.0008743705971141622,4.3892773285536054e-05,4.059877060502667,1
26920,0.0012434141299564323,4.228872744082171e-05,5.212996452627104,1
26940,0.001080264866673214,4.054516198497027e-05,3.56789578071281,1
26960,0.001121509974869406,3.859728405204577e-05,2.892363637809088,1
26980,0.0015376402637400424,4.0207635425219274e-05,4.0308753084046565,1
27000,0.0009375348219042572,4.0313830083252594e-05,3.767031768779018,1
27020,0.0007510222406782703,4.628245931672298e-05,3.8092287343376885,1
27040,0.001060179802910596,3.805641664815581e-05,3.7397457047430507,1
27060,0.0012443560948755847,3.855823690600582e-05,3.4460108006594075,1
27080,0.0012547316940185586,4.041367578558513e-05,3.6234544463974814,1
27100,0.0012699644634881658,3.3887295068454495e-05,3.1200908871823705,1
27120,0.0011729043650934863,3.872739983942254e-05,3.764888822903232,1
27140,0.0010143779660094306,3.761441081177262e-05,3.612096055150883,1
27160,0.0007308548209047327,4.848679550475253e-05,3.683703472072108,1
27180,0.0011285518975876127,3.596719817214508e-05,3.5683994285878704,1
27200,0.0015290831984506774,3.6596570268710604e-05,3.3776861173480617,1
27220,0.0014941341072299216,4.235822148572619e-05,4.288781432904763,1
27240,0.000798477881632077,4.150353566633551e-05,4.657905990795587,1
27260,0.0011958996515472383,4.165312534880051e-05,4.28253426821707,1
27280,0.0008993629826238156,3.8798083873905756e-05,3.542904677873447,1
27300,0.0015350146327010484,3.41112575688075e-05,2.9907646508419474,1
27320,0.0014194561176550683,3.352926820152419e-05,3.482008141070542,1
27340,0.000509040350946109,4.176826964020441e-05,4.148160926054385,1
27360,0.0012374505548734607,3.5462494259995454e-05,3.638870542435397,1
27380,0.0008532608226697552,4.208239840208174e-05,3.980070432879015,1
27400,0.00041453028047627304,3.948382660114477e-05,3.776935467783457,1
27420,0.0012016597703280137,3.976762019381944e-05,3.686099053072093,1
27440,0.0010900160299137085,3.661370162028836e-05,3.5601391006856264,1
27460,0.00029360300344155496,4.664209005880076e-05,4.251547096425037,1
27480,0.0012576867373827838,3.599327904141405e-05,4.041890373135052,1
27500,0.0007627168958492124,3.5973833617121e-05,3.174165096007168,1
27520,0.0007746829949266294,3.6838648880218324e-05,3.159964677150377,1
27540,0.0012632775955488769,3.6704085347979836e-05,3.2141240402285245,1
27560,0.0013516499492569082,3.788780874567227e-05,2.9188732941721875,1
27580,0.0007813959029006947,3.6788496751936976e-05,3.367143789767449,1
27600,0.001219341891536732,3.943041566532526e-05,3.8227050503180617,1
27620,0.0012640519019933535,4.395138239765322e-05,4.660836219800607,1
27640,0.0012648012520650462,3.386231138143032e-05,3.264567154906596,1
27660,0.0008328579239652257,3.685026729736221e-05,3.98714971561479,1
27680,0.0009250468935099644,4.998589110801342e-05,5.580726315837268,1
27700,0.0008712258841651032,5.044502925824187e-05,6.172902473833196,1
27720,0.0007986264144889806,4.47515508006808e-05,5.0862818627292885,1
27740,0.0010790804825225183,4.629720189820633e-05,4.1371755202461795,1
27760,0.0011055091672678146,4.329502147284369e-05,4.603358171305695,1
27780,0.0011077184741644615,4.6894456335588134e-05,5.382296617558072,1
27800,0.000883661763599682,3.9204918367449036e-05,4.256962727292984,1
27820,0.00047397485055224994,4.2765234330302796e-05,4.1935819210766745,1
27840,0.0008529828538238892,3.924466011427418e-05,3.4064952074926946,1
27860,0.0007840854892058517,3.80353581098203e-05,3.6484375719783655,1
27880,0.0012535183926383824,4.3419068101161116e-05,3.665418287597275,1
27900,0.0012676015998231613,3.494150617796336e-05,3.0287039520500945,1
27920,0.0008182965844205043,3.719028235339674e-05,3.118994139466618,1
27940,0.001304103325000249,4.220750324798184e-05,4.023450013841276,1
27960,0.001014721680893012,4.302408427946316e-05,4.059204185279034,1
27980,0.0010429919367874352,3.454063985611291e-05,3.3901214637850057,1
28000,0.001308675213522598,5.0235775347126756e-05,4.455139919643523,1
28020,0.0009426983395216176,3.9958056671403436e-05,3.841413312295093,1
28040,0.0011589632980387556,3.433255274081581e-05,3.4802884051262586,1
28060,0.001454559065813943,3.694596090991807e-05,3.5142176193012578,1
28080,0.0006498712919131515,4.307238882740105e-05,4.235892359432349,1
