n_obs,n_chains,n_iter,burn_in,thin,saved_draws_total,saved_draws_per_chain,mh_acceptance_rate_nu_mean,mh_acceptance_rate_nu_min,mh_acceptance_rate_nu_max
751.0,4.0,120000.0,20000.0,20.0,20000.0,5000.0,0.429175,0.4271333333333333,0.43145833333333333
