n_obs,n_chains,n_iter,burn_in,thin,saved_draws_total,saved_draws_per_chain,mh_acceptance_rate_nu_mean,mh_acceptance_rate_nu_min,mh_acceptance_rate_nu_max
751.0,4.0,120000.0,20000.0,20.0,20000.0,5000.0,0.4340604166666667,0.43219166666666664,0.435925
