iter,mu,sigma2,nu
10570,0.0008247644354234569,4.1119376786465496e-05,4.044273204424629
10580,0.001193542309419421,3.452135134164562e-05,3.759246885078224
10590,0.0009714648944532799,3.551297624838231e-05,3.3580145286149587
10600,0.0011515247516628783,3.8594462587877444e-05,4.7940951637626625
10610,0.0006793963362912882,4.194217814104389e-05,4.346920795851226
10620,0.0007095456360143296,4.204557538482192e-05,4.537005322926781
10630,0.0013047193272336718,3.569621418334368e-05,4.551217918926225
10640,0.0015035644362598772,3.763601363364347e-05,4.049051295816491
10650,0.001103252843219463,4.645864094515512e-05,4.135996379526311
10660,0.0016860148757740748,3.9941841607010864e-05,3.4896635988037277
10670,0.0016450801766409924,4.487914389602701e-05,4.056596611683405
10680,0.0009269204085007959,4.098027728176772e-05,3.9717692706874246
10690,0.0009237234937741341,4.3149835526555166e-05,4.2601595156243315
10700,0.0005684326298761306,4.2222516154260896e-05,4.491564040471662
10710,0.001009535214368471,4.622800826574737e-05,4.3261384585675415
10720,0.0008264433856029271,3.967066252556622e-05,4.3261384585675415
10730,0.0004585459914411517,4.5827435264708885e-05,4.9191703060801935
10740,0.0008870377827619564,4.0332433512073366e-05,4.702005138947879
10750,0.001180531804889677,4.1619990999884485e-05,4.60000925745025
10760,0.0013804019514344528,4.385907295995265e-05,4.432800161621619
10770,0.0011461367451587633,4.052003951361401e-05,4.128885179404147
10780,0.0005727507556805272,4.5939643476230614e-05,3.984359147311072
10790,0.0015388165860757488,4.301827276150293e-05,3.863397851241152
10800,0.0010808518611892075,4.569351532244667e-05,4.474437437826975
10810,0.0014098829330731004,3.919038880738644e-05,4.684435620795226
10820,0.0008070272675358636,3.611097845230015e-05,4.201001668395792
10830,0.000773501584005453,4.0875061125379603e-05,3.877822828364497
10840,0.0009221928710030815,3.736081190674931e-05,3.7011455408833744
10850,0.0006373343152077848,3.797201481554996e-05,3.4432020927975913
10860,0.00033823894606090104,3.768079242721997e-05,3.5800709984274475
10870,0.0011719572451507597,4.0518881690204456e-05,4.418880336648108
10880,0.0011917567337001145,4.4291369976719034e-05,5.039423433395916
10890,0.0008533761560535836,4.3503368404184905e-05,4.567725205403304
10900,0.000639602947348091,4.453920951582864e-05,5.478217425716238
10910,0.001269465948676024,4.281492527788171e-05,4.5987333981127705
10920,0.0006989094260440926,4.0848573707107245e-05,4.790528162649123
10930,0.0008521638819069207,4.585146312192452e-05,4.620060424324381
10940,0.0010216332625935854,4.649590478362935e-05,4.92521552490088
10950,0.00045653021880200735,4.302077688474024e-05,4.46896520737773
10960,0.0004803208615058139,4.5716465044438384e-05,4.538870715522679
10970,0.001187091889069817,4.016762877489114e-05,3.616047341626392
10980,0.0011796319078015006,3.5927574340033096e-05,3.278531518779615
10990,0.001271459957218261,3.654168716298544e-05,4.040011878245648
11000,0.0010802775116000429,4.222244983948873e-05,4.198532931730945
11010,0.0008742976956964743,3.676799849540338e-05,3.853825633429924
11020,0.000967958086329473,3.8633262518356575e-05,3.6412518089934265
11030,0.0009295897937527006,3.609401139344408e-05,3.600242670040099
11040,0.0009985357399813748,3.832221752351251e-05,3.6620675579640265
11050,0.0008532568470953913,3.9637641549039947e-05,4.156067400151322
11060,0.0009622625282909385,3.8153234527996394e-05,3.7180488500978246
11070,0.00036544364794944406,3.604734441766809e-05,3.7060517606895194
11080,0.0008145090856040328,3.9857673520720845e-05,3.645428582988888
11090,0.0010927113999861697,3.772745108043157e-05,4.295825607921765
11100,0.0009693173950377672,3.999545402888795e-05,4.108821384044845
11110,0.0012095093832787836,3.4142545886990375e-05,3.4879795696002187
11120,0.000846279310898041,3.70799866449745e-05,3.2580246480200836
11130,0.0010164574763813596,3.5687148283071794e-05,3.5974975598342835
11140,0.001775464812073017,3.75349494749171e-05,3.9676382609620857
11150,0.0014346634174472416,3.898326476495578e-05,3.8969195185706536
11160,0.0011351421460360897,3.804742476185025e-05,3.79754430321249
11170,0.0011303320681971829,3.6056061496459734e-05,3.5154654322289245
11180,0.001237586529323941,3.389068700463265e-05,3.5059941757458866
11190,0.001203776365651223,4.211673731434725e-05,4.352401990594501
11200,0.001030943851206303,3.820939615574529e-05,3.8389798587560557
11210,0.0009844338093933764,4.2386942571649e-05,3.8695264905754847
11220,0.0008371316701726791,4.312836436010571e-05,5.061379191047893
11230,0.0007545440629824746,4.338846490548438e-05,4.756106843032541
11240,0.0015539822491278635,4.243855505064628e-05,4.240716326536102
11250,0.001135825358196665,4.083897141799214e-05,4.014312370921236
11260,0.0010169859483203448,3.965680837443125e-05,4.192918405737974
11270,0.00072459011557913,4.300650396235776e-05,4.222558666370128
11280,0.0008907672611198767,3.950253782853897e-05,3.955284605964727
11290,0.001034915274672283,3.675886756182126e-05,3.34048476542117
11300,0.0011434517651178634,3.9826938006514646e-05,3.6839189660260887
11310,0.0005911793015845308,3.648364236884794e-05,3.317038276748221
11320,0.0006920181035618343,3.913020820160114e-05,3.963450129282257
11330,0.0012678908906063016,3.869161005340788e-05,3.9248944953850815
11340,0.0008586649399038953,3.84661645014479e-05,4.20908831447594
11350,0.0010214558249279988,4.235884215572861e-05,4.871653270449002
11360,0.000498950442829405,3.94263413348073e-05,3.9825233430479376
11370,0.0013720433086023773,4.493322906050948e-05,3.896388578434051
11380,0.0007990525989496944,4.407423535937839e-05,4.484744599894281
11390,0.0005598674076935224,4.592364132058817e-05,4.276116493817674
11400,0.0008458882848056918,4.0279975852091285e-05,4.4508708648951565
11410,0.0013113539603449478,4.0880946943802026e-05,4.548604962184006
11420,0.001431099636675617,3.9061646785724585e-05,3.649193641068912
11430,0.0010368882396330078,3.894890791114199e-05,3.9934955509763888
11440,0.0009920292882574738,4.522560390561791e-05,4.196072533907707
11450,0.0008888996083013799,4.722395002777129e-05,5.56804548253799
11460,0.001212438242101837,4.875192285413479e-05,4.89032466470943
11470,0.0009028647723851832,3.9094760896437405e-05,4.338113589979292
11480,0.0010033846391885508,3.581067258696342e-05,3.633895813229084
11490,0.0016210729089514524,3.994924226779824e-05,3.149500680477204
11500,0.0010894636542349084,3.997889301423655e-05,3.3593310208802794
11510,0.001148743234010487,3.967438528645907e-05,3.324654380962977
11520,0.0010476644400275548,3.183496469166211e-05,2.9071671266314354
11530,0.001350501237008459,3.511198783807903e-05,3.176282600040633
11540,0.0012540922147107271,3.6322441051427147e-05,2.9104323724180956
11550,0.0005566208100873371,3.815090382252029e-05,2.668690688252913
11560,0.0013168498693471005,3.675676754980068e-05,3.4741033839873228
11570,0.0013596575082513555,3.991567917021902e-05,3.388677726399729
11580,0.0009587842299327524,3.5721022896409736e-05,3.8721413653421153
11590,0.0010279948704571631,4.260113851784182e-05,4.622687087037477
11600,0.0011967363311465374,3.4481950163759444e-05,3.452490329305521
11610,0.0007873949317734144,4.0378812576050885e-05,3.746939542647923
11620,0.0006331722020059663,3.77777818702176e-05,4.041352137557863
11630,0.0008705997517973221,3.935042322917182e-05,4.135903217186416
11640,0.00012035571546001511,4.73203783582924e-05,5.084853714392769
11650,0.0011264476341740928,4.358645544412802e-05,3.9720172012547703
11660,0.0008539680435721536,4.3878725992407646e-05,4.929511706333265
11670,0.0009163668739460546,4.27941162169851e-05,4.6140169059361344
11680,0.0006090049784085448,5.085503425390086e-05,5.0406276189677985
11690,0.0009582536595555889,4.5617486025581333e-05,5.083584938328778
11700,0.0014949718628112123,4.4580891908765184e-05,4.776743108243216
11710,0.001067703860737524,3.944007638068302e-05,4.473739690951838
11720,0.0009546412568952268,3.975385356357791e-05,3.701794964678387
11730,0.00045619431734500877,4.771749612667712e-05,3.9788660062086425
11740,0.0006018763611900928,4.076903112261937e-05,3.8224199905413077
11750,0.0008757626553038769,3.454962982040628e-05,3.3180701743099705
11760,0.0010909444814440883,4.220367406214828e-05,3.3957488797749207
11770,0.0015646913740648282,4.2925259994729474e-05,3.416712086660415
11780,0.000908253037809564,3.96330509767733e-05,3.9009522426928047
11790,0.000967700703105493,4.220028502313555e-05,3.5444675815641666
11800,0.0008942394673772304,4.0727368562139295e-05,4.539656433707306
11810,0.0009205142377567456,4.2360891848361974e-05,5.266255581973255
11820,0.0002551817052801239,4.146222101616464e-05,4.546700025552719
11830,0.00021668830346821652,3.739415123111339e-05,3.856690971488387
11840,0.0010952310261867068,3.649731881224352e-05,3.1008717266553223
11850,0.0009001661277019673,4.181999680828511e-05,3.364110601796146
11860,0.000982959716847661,3.760661395628739e-05,3.258287119131011
11870,0.001036404747327109,3.685488950611095e-05,3.6113360851534955
11880,0.001195920478782401,4.120235707486332e-05,3.8736814101606907
11890,0.0012002944687644192,3.5128858433703095e-05,3.4384778805980316
11900,0.000991410389232595,3.669957427050304e-05,3.8569785679230746
11910,0.0014500406351345434,4.183969987576782e-05,3.4813606571306295
11920,0.001326821778448699,4.5376592801563365e-05,3.9176934656841005
11930,0.0007124889687470854,3.919898051620906e-05,4.293779820996685
11940,0.0013381057431983716,4.293273782251289e-05,4.545736905902265
11950,0.0007108534679929747,4.15530497490103e-05,3.6636228839542664
11960,0.0008355614829394395,3.726341581281068e-05,3.8225847094750596
11970,0.0008999971109785931,3.6904109434927934e-05,3.8157112304757854
11980,0.0010729267157944045,3.9873173299167005e-05,3.7185576605526034
11990,0.0011109604416533073,3.756741183700006e-05,3.5531744194111274
12000,0.00163422949328551,4.4531793516762353e-05,4.607201846941399
12010,0.0009586668177361269,4.027184452813028e-05,4.1935647396634845
12020,0.000667377094028683,4.0278236283346414e-05,4.533529686613781
12030,0.0003471102146759733,4.50187415159268e-05,4.314355696012619
12040,0.001486810956366422,3.7992816182014516e-05,3.2211876133058635
12050,0.0015356215078332687,3.715311014431436e-05,3.4564382304845993
12060,0.0011632268128629086,4.1282905265295663e-05,3.966464754159081
12070,0.0007968241961973556,4.161421599124323e-05,4.021881493740125
12080,0.001062356295555214,3.5331545352921585e-05,3.7987126823072392
12090,0.0011966391965899622,3.7775192381255264e-05,3.618119581669609
12100,0.0009765173535420657,3.8339126900115795e-05,3.5727769196840695
12110,0.001060428029863818,3.9509449373194435e-05,3.6452456447892967
12120,0.0006959267052150856,3.9261841298734605e-05,4.618882628541192
12130,0.0008366547564420204,4.058158542034977e-05,4.45977967788699
12140,0.0012659181278411097,3.7185082198756466e-05,4.24690692777048
12150,0.0010354633084028947,4.277672244780833e-05,4.145664935446727
12160,0.0007235720925104512,4.618848529471092e-05,5.803161277485218
12170,0.0006179061869057022,3.7319201590754275e-05,4.7971925536268145
12180,0.0006709094692139514,3.935765883807756e-05,3.635260115784373
12190,0.0007624150154727268,4.1946730003776735e-05,3.6804353759307467
12200,0.0014292709214328073,3.6929584501483514e-05,3.1126453147623883
12210,0.0006338410892970934,3.412803545084766e-05,3.3951515852739123
12220,0.001029226291827213,3.759746350192964e-05,3.5576585358789163
12230,0.000963587201005113,3.6053381317638843e-05,3.492413515679531
12240,0.0008281695514681277,3.446214994383035e-05,3.3511851368827985
12250,0.001443873052554693,3.632527138036294e-05,3.8094210187348088
12260,0.0007797855341025581,3.8024607145345244e-05,3.948711462210428
12270,0.0005706843552713833,3.840849492632426e-05,4.2122641380703545
12280,0.0011548254864499237,4.438746066880086e-05,4.096041652948259
12290,0.0015016121523683719,3.725516759294362e-05,3.7494772223730823
12300,0.0009976259231658676,3.875354511560347e-05,3.803237923926127
12310,0.0014203758383915682,4.561059203815269e-05,4.495701425024889
12320,0.0012966485926161394,4.46446434989238e-05,5.075828782556412
12330,0.0009487130675676067,4.03574854603102e-05,5.440278703721296
12340,0.0016415188099058356,4.383945626176772e-05,4.475405238231199
12350,0.0003498928348231573,4.925115702386186e-05,5.156590874809606
12360,0.0010746510039251536,4.454817901305052e-05,4.574914442859274
12370,0.0007345783612665022,3.815938861956626e-05,4.06313961453103
12380,0.0012757926540887359,4.2744236820505686e-05,4.535717487211952
12390,0.0005428685335462495,4.254355587554017e-05,4.720468342017762
12400,0.0007508657705992679,4.1373314293157016e-05,4.4477017954159255
12410,0.0013427205168066781,4.527532428311415e-05,4.864943397093725
12420,0.0007047743133699405,4.666983977675878e-05,5.045386058863457
12430,0.0011245269972590514,4.403142569162621e-05,5.045386058863457
12440,0.0011131469311930267,4.0343093985666095e-05,4.018127782058579
12450,0.001240544576385718,4.379077668193107e-05,3.9471545439819673
12460,0.0008919958026416471,4.205920397985231e-05,3.99665928323516
12470,0.0015228510480364736,4.340062895925609e-05,4.260207914687259
12480,0.0007836586436566626,3.8263232629268756e-05,4.275920157606697
12490,0.0009606071474343295,4.30842332027922e-05,4.874937732461464
12500,0.0004902542218069436,4.008043681327036e-05,3.5508186977659326
12510,0.0010936735567290948,3.8830199011045964e-05,3.703462839545773
12520,0.0009009425366231683,4.228547259704773e-05,4.009424786911541
12530,0.0007767793154263475,3.5904797615669734e-05,3.2604645387838236
12540,0.0012689865845711141,3.69909688354742e-05,3.317547333866913
12550,0.0009475451302995109,3.797740748231613e-05,3.587193647490153
12560,0.0011135810510472278,4.232260442521672e-05,3.4064929921253357
12570,0.000732396148428716,4.0319188360764884e-05,3.3600330860099925
12580,0.0008211848741649008,3.706863930139645e-05,3.566043664550703
12590,0.0007054179694165964,3.372585952191665e-05,4.013570941105613
12600,0.00047492414690699546,4.321641508533084e-05,4.728521301995765
12610,0.0010505652103184962,3.9589001088721876e-05,4.627008546838461
12620,0.0007755176844136295,4.171661883234669e-05,4.523125662880471
12630,0.0008510044670041319,4.227544004123655e-05,4.566803586447403
12640,0.001035315109576515,4.0527343938732306e-05,4.017386058957889
12650,0.0007334754990106063,4.0041790632356654e-05,4.34380272027484
12660,0.0010517157593058664,4.700061087911088e-05,4.11342665614572
12670,0.0007803680816989457,4.365831689499879e-05,4.094728644419993
12680,0.0009064728204948143,4.296137501026644e-05,4.356104653686202
12690,0.0006205282279230255,4.001409922452157e-05,4.595653015860588
12700,0.0009325470854741014,3.798986308906791e-05,4.163441940131138
12710,0.0009720181249276,3.9379478213460046e-05,3.7808062629709545
12720,0.0009545020434914118,3.761225950458047e-05,3.691658578979016
12730,0.0009634774756840482,3.253123735138736e-05,3.061524432226784
12740,0.0009380886573250513,3.683111138116852e-05,3.3326619124756753
12750,0.001201697879317388,3.699719696896977e-05,3.651373921058374
12760,0.0011634284598085476,4.2518252053455075e-05,3.477299014346845
12770,0.0009647500126951724,4.456206440985663e-05,4.304764212497179
12780,0.0009076121720544887,3.794742581681371e-05,3.71927160636717
12790,0.001023109249807846,3.7185728434762085e-05,3.6606533850898177
12800,0.0009691710266068835,3.715396707992533e-05,3.841921242586458
12810,0.0008536852427290322,3.631908258363464e-05,3.429523522876835
12820,0.0008432346372666345,4.229476584905073e-05,3.3613446776547717
12830,0.0009690053109410653,4.34826975980577e-05,4.056234524278278
12840,0.001087125731571415,4.529204464712195e-05,5.378842917713095
12850,0.001470406465131044,4.836412477437091e-05,5.060870428125434
12860,0.0010182426197077618,4.159828796248383e-05,3.8786087098683835
12870,0.0009146405391517227,3.918985821177245e-05,3.3604638593520524
12880,0.0012124367173584612,3.307795757786812e-05,2.892076868504663
12890,0.000989210578048751,3.5221717220957775e-05,3.09299958978049
12900,0.0009761184763221134,3.2509668641343834e-05,3.5450295735457455
12910,0.001160345928858419,4.509885158809271e-05,3.8667670148883326
12920,0.0007387572910668828,4.134997771775177e-05,3.8502145746193954
12930,0.0013911400037848875,3.9840607622571424e-05,3.953787369762215
12940,0.001098547526211926,3.9025746161514845e-05,3.635618714706996
12950,0.0007311709393534626,4.806705337906046e-05,4.279747961618224
12960,0.0009126849136485778,4.058757263602146e-05,4.252460731982449
12970,0.0008786726234552292,4.903246646187258e-05,5.46749104633151
12980,0.0010071187096369495,4.141651304014906e-05,4.163155728626504
12990,0.0012712970170216393,4.646764862703888e-05,3.878416351517717
13000,0.0010981193216953724,4.00044720496009e-05,3.6949130029591233
13010,0.0006041525730331199,3.746623646602756e-05,3.9774828670670352
13020,0.0012857201540167405,4.344132017223481e-05,4.152645919682437
13030,0.0004436677488242783,3.725628823923012e-05,3.9488069666068895
13040,0.0012649038692394124,3.8937893235879566e-05,3.5483931876419064
13050,0.0009241294984131046,3.842665959740591e-05,3.294454126753414
13060,0.0008123742405932683,4.128015816151785e-05,3.2848824702499995
13070,0.0012025069203804623,4.3515497357394174e-05,3.476848746818872
13080,0.0011528457662610325,4.182669785213305e-05,4.267994626834843
13090,0.001053769774811426,4.2174605445889766e-05,4.169794666530775
13100,0.0010943529776032683,4.2131696365891444e-05,3.8452811732951644
13110,0.0013690926158515127,4.052003148022808e-05,3.925021621097982
13120,0.000491959709019956,3.872977352840257e-05,3.7730611024368406
13130,0.0006015921099320938,3.837325514675556e-05,3.885957207570719
13140,0.0008627751801490593,3.6862947940850965e-05,4.081832745614429
13150,0.00039669579097925044,4.09069017753054e-05,3.6087231303318985
13160,0.0011487022440889222,3.865854689970744e-05,3.6175419464793945
13170,0.0007166247056319049,3.8789774103144816e-05,3.5233442149401615
13180,0.0011522716574047314,3.4715999323138565e-05,3.326764378479516
13190,0.0010405367889878316,4.0698495841498166e-05,3.130882157802732
13200,0.000614207448487835,4.297782128920259e-05,3.835934182897841
13210,0.0009247892575502462,3.9383074929892964e-05,3.938307199151084
13220,0.0007610254259779657,3.9080044151075474e-05,4.165487746290399
13230,0.0008938432903318309,4.204936144963868e-05,4.595040082988479
13240,0.0009907131929974642,4.3348558503398584e-05,4.676731510972014
13250,0.001089080667418718,4.2731651993029676e-05,4.03789908656931
13260,0.0010579591387936476,4.271410853730138e-05,4.256697405130074
13270,0.0006530316226125053,4.0370431385297026e-05,4.046390325414277
13280,0.0011941239161519749,4.594358107078354e-05,4.392703343769842
13290,0.0008480111159951716,4.514599129384327e-05,4.601881485350186
13300,0.0007577366651290722,4.378296784435745e-05,4.0093122357697535
13310,0.000878320255191802,3.816747234320329e-05,4.323206526028832
13320,0.0008054631944710323,4.532365839074846e-05,4.09325536730344
13330,0.0006886643796175485,3.7918815951660627e-05,4.192516117686344
13340,0.0007702962413586423,4.081779382203918e-05,3.7616109019587896
13350,0.0015552680827603958,3.641937308788732e-05,3.697060433255667
13360,0.0013427971117263432,4.366647481412144e-05,5.022935710818758
13370,0.0011360239491090378,4.289296139628547e-05,5.567393812240623
13380,0.0009068971429058361,3.965362228296653e-05,4.695172691484338
13390,0.00031199533767173814,4.767158898807296e-05,4.860073512702117
13400,0.00084974936269553,4.173861288980301e-05,4.721821452398296
13410,0.000971336233379661,4.0681807034430907e-05,4.180703708417875
13420,0.0008481815011880133,4.310744904609656e-05,3.8917164063755516
13430,0.0007334014089755154,3.9727660931980695e-05,4.145433745476001
13440,0.0010524508808559105,4.691600857171189e-05,3.914278385928101
13450,0.0008683823979964302,3.553315464233009e-05,3.5468273895541147
13460,0.0006425975334833172,3.463484431768197e-05,3.3541594180169896
13470,0.0006472289839466952,3.681244495152027e-05,3.552723847473926
13480,0.0012482958166941472,3.126376527364438e-05,3.103788668938307
13490,0.0010735353085769466,4.330698133405746e-05,3.0449815220295866
13500,0.0015049071610677008,3.408093148560987e-05,2.78195927865131
13510,0.001159782925450959,3.677832735440633e-05,2.872521268821621
13520,0.0009942730254670297,3.6180981601845504e-05,3.0828209663950146
13530,0.0005009802627432493,3.357474082504407e-05,3.268919289033304
13540,0.0013111382067321489,3.762990922197967e-05,3.5926767087909193
13550,0.0011264680201967965,4.006017583838698e-05,4.022775936724665
13560,0.0009891277735360944,4.0167755267053254e-05,5.17329903280214
13570,0.0007244957004901861,4.372900501800582e-05,4.909623737920395
13580,0.0013581152711454338,4.725313184206206e-05,5.090012952931664
13590,0.0011813443123340386,4.330750502091653e-05,4.922076649981408
13600,0.000660433452209583,4.80094114461593e-05,5.417820174614947
13610,0.0009607402006416651,4.832846462796861e-05,5.088130182871003
13620,0.0010359596820428986,4.754369234881896e-05,5.260059158424625
13630,0.0005622842707358637,4.241280124293989e-05,4.588716618905694
13640,0.0008507132955353922,4.565684788793339e-05,3.9170130991662546
13650,0.0008343354139814365,4.49034527336772e-05,4.071564938713122
13660,0.0006353594958969852,4.1726058274880594e-05,3.9633764820554225
13670,0.0009753178682338524,3.8738273697982675e-05,4.160645205284879
13680,0.0010724981516952669,3.78079512076899e-05,3.974170145289604
13690,0.001010684647431975,3.767911426422794e-05,4.075547720569367
13700,0.000761748473401835,3.6950970130359316e-05,3.4160769560197135
13710,0.0010186779887334278,3.483155677130066e-05,3.4411036677616167
13720,0.000919268739373979,3.4598792774983684e-05,3.4458107292021696
13730,0.0006851933748557541,4.092301146419652e-05,3.3663847165428633
13740,0.0003844400777454015,4.218655428630873e-05,4.040565949085471
13750,0.0011681153011578764,4.5036388498539485e-05,4.661219270275065
13760,0.0010352209428829194,4.4456835448725685e-05,3.788956100004108
13770,0.0009652662434497882,3.616832189899539e-05,3.3921607058614915
13780,0.0009460502053821838,3.959275522046798e-05,2.8760140130129637
13790,0.0006940781437940764,4.068324067573784e-05,3.4092621539529775
13800,0.0005562535161693392,3.835613286748056e-05,3.16898097082255
13810,0.001016883862778084,4.026534578117917e-05,2.8647547944366405
13820,0.0007680038498004606,3.304821428579312e-05,3.148215864875583
13830,0.00050889192155999,3.847462672686706e-05,3.377101308686468
13840,0.001260925322915474,3.353257538359381e-05,3.2221555659628667
13850,0.0009079367282743371,3.903162384813352e-05,3.7149566067804827
13860,0.0011730442600218875,4.06554824754739e-05,3.5225767212077272
13870,0.001125355623563565,4.056204529575076e-05,3.7063841329821483
13880,0.0010381249403587788,3.255645724114529e-05,2.8395025583954077
13890,0.0014561921073730137,3.5867994316995975e-05,2.883663421741799
13900,0.0008840259000978903,3.642073253208576e-05,3.190505203831914
13910,0.0005228511288116123,3.772831407139347e-05,3.30331617603759
13920,0.0011957430544210846,3.6656712246947845e-05,3.4613023091977175
13930,0.0010002984527924114,4.0073086082154074e-05,3.5439317808530566
13940,0.0005052517874048933,3.824148959748286e-05,3.6284157583690364
13950,0.0013068540811785921,4.0741494202859464e-05,3.8300934313625565
13960,0.0009449276798635521,3.4973097245287905e-05,3.5657913018305036
13970,0.0008232917323859197,3.8118196049718374e-05,3.9768939705125783
13980,0.0009699628667238043,3.62411923949002e-05,3.812321752241878
13990,0.0006423945724664335,4.020461972920399e-05,3.8624480048283028
14000,0.000807267706264983,3.8817322861607733e-05,3.8939281092975753
14010,0.0008057378621787693,3.743046169172101e-05,3.9532547075784414
14020,0.0014477834449698912,3.740712438834526e-05,3.222735828982411
14030,0.0007824869250840943,3.502309650805315e-05,3.3123381069647424
14040,0.0008496205548652833,3.8626172601056913e-05,3.256212581046184
14050,0.0007192941197708128,3.8716295516302665e-05,3.136035774920762
14060,0.0008654506009455257,4.0964192009201734e-05,3.1664994591894238
14070,0.0008625169115794161,3.984083421107688e-05,3.288474793016732
14080,0.000955591607294371,3.410027209931838e-05,3.273805218213375
14090,0.0008735548142923608,3.886917708474253e-05,3.272151843182441
14100,0.0012112183146589352,4.241665431298403e-05,4.070200847393954
14110,0.0006415594253740324,3.4519535152338804e-05,3.244983084322979
14120,0.0010695991251012328,4.0008250772256165e-05,3.8243893859566658
14130,0.0007641742585905145,4.02945444228792e-05,3.811569563550398
14140,0.000863105634838919,3.803017327019187e-05,3.674386330584161
14150,0.000715513587519922,4.1675176965516876e-05,3.7039991540645585
14160,0.00102041963175392,3.743823097888541e-05,3.967083926388376
14170,0.0011743525982514705,3.887839516227029e-05,4.009151336933021
14180,0.0005787327400873073,3.8016906622417965e-05,3.5579985926862623
14190,0.0009359911938535962,4.0956223410310195e-05,3.2154939873994404
14200,0.0008270373032570996,3.707208177873914e-05,3.926921687895664
14210,0.001490112080014218,4.420788236136143e-05,3.99215966310786
14220,0.0011876777954922045,4.1051978020170855e-05,3.6812942574555647
14230,0.000656337198574422,3.819271131534783e-05,3.8262904539516596
14240,0.0008961785818495105,3.8814134799969206e-05,3.5180446037075646
14250,0.001000833040149513,3.7023683661006104e-05,3.9365741095604694
14260,0.00098919648689137,4.169820498652034e-05,3.699504523041937
14270,0.0006271136352421696,4.012704782299977e-05,4.28563144427137
14280,0.0009260683944109819,4.068554445416045e-05,4.6107435264733905
14290,0.0007346992983273167,4.219341741498597e-05,4.224191789187132
